,lineup_ids,clusters,lineup_names,points_scored,points_allowed,MIN_TOT,net,net_per_min
13292,"202324,202330,202379,202692,203504","1,2,6,7,9","Burke,Trey - Burks,Alec - Evans,Jeremy - Favors,Derrick - Hayward,Gordon",175.0,177.5,80.0,-2.5,-0.03125
13297,"202324,202330,202407,202683,203957","1,2,3,7,8","Exum,Dante - Favors,Derrick - Hayward,Gordon - Kanter,Enes - Millsap,Elijah",93.2,80.0,48.0,13.2,0.275
13300,"202324,202330,202407,203497,203504","1,2,6,7,8","Burke,Trey - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Millsap,Elijah",160.6,154.0,79.2,6.6,0.0833333333333
13301,"202324,202330,202407,203497,203957","1,2,3,7,8","Exum,Dante - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Millsap,Elijah",40.6,39.2,23.8,1.4,0.0588235294118
13305,"202324,202330,202683,202692,203197","1,2,5,7,9","Burks,Alec - Favors,Derrick - Garrett,Diante - Hayward,Gordon - Kanter,Enes",51.2,60.0,28.0,-8.8,-0.314285714286
13306,"202324,202330,202683,202692,203504","1,2,6,7,9","Burke,Trey - Burks,Alec - Favors,Derrick - Hayward,Gordon - Kanter,Enes",984.0,993.6,451.2,-9.6,-0.0212765957447
13307,"202324,202330,202683,202692,203957","1,2,3,7,9","Burks,Alec - Exum,Dante - Favors,Derrick - Hayward,Gordon - Kanter,Enes",46.8,37.8,24.6,9.0,0.365853658537
13311,"202324,202330,202683,203504,203918","1,2,6,7,9","Burke,Trey - Favors,Derrick - Hayward,Gordon - Hood,Rodney - Kanter,Enes",190.4,176.0,96.0,14.4,0.15
13313,"202324,202330,202683,203504,204060","1,2,3,6,7","Burke,Trey - Favors,Derrick - Hayward,Gordon - Ingles,Joe - Kanter,Enes",243.6,280.0,123.2,-36.4,-0.295454545455
13315,"202324,202330,202683,203957,204060","1,2,3,3,7","Exum,Dante - Favors,Derrick - Hayward,Gordon - Ingles,Joe - Kanter,Enes",166.8,141.6,79.2,25.2,0.318181818182
13320,"202324,202330,202692,203497,203504","1,2,6,7,9","Burke,Trey - Burks,Alec - Favors,Derrick - Gobert,Rudy - Hayward,Gordon",49.2,37.0,24.4,12.2,0.5
13322,"202324,202330,202692,203497,203918","1,2,7,9,9","Burks,Alec - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Hood,Rodney",131.0,120.0,55.0,11.0,0.2
13326,"202324,202330,202692,203504,203918","1,6,7,9,9","Burke,Trey - Burks,Alec - Favors,Derrick - Hayward,Gordon - Hood,Rodney",44.0,54.0,23.0,-10.0,-0.434782608696
13327,"202324,202330,202692,203504,204060","1,3,6,7,9","Burke,Trey - Burks,Alec - Favors,Derrick - Hayward,Gordon - Ingles,Joe",65.7,56.9,19.9,8.8,0.442211055276
13329,"202324,202330,202692,203918,1626168","1,5,7,9,9","Burks,Alec - Favors,Derrick - Hayward,Gordon - Hood,Rodney - Lyles,Trey",60.0,53.0,26.0,7.0,0.269230769231
13332,"202324,202330,202714,203187,203497","1,2,4,6,7","Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Johnson,Christapher - Mack,Shelvin",34.3,48.3,21.0,-14.0,-0.666666666667
13335,"202324,202330,202714,203497,203918","1,2,6,7,9","Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Mack,Shelvin",597.3,535.6,283.7,61.7,0.217483256962
13336,"202324,202330,202714,203497,204060","1,2,3,6,7","Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Ingles,Joe - Mack,Shelvin",41.2,39.2,18.8,2.0,0.106382978723
13338,"202324,202330,202714,203918,1626168","1,5,6,7,9","Favors,Derrick - Hayward,Gordon - Hood,Rodney - Lyles,Trey - Mack,Shelvin",113.4,107.8,51.9,5.6,0.107899807322
13341,"202324,202330,202714,204060,1626168","1,3,5,6,7","Favors,Derrick - Hayward,Gordon - Ingles,Joe - Lyles,Trey - Mack,Shelvin",30.9,31.9,15.2,-1.0,-0.0657894736842
13343,"202324,202330,203187,203497,203504","1,2,4,6,7","Burke,Trey - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Johnson,Christapher",36.9,29.9,15.6,7.0,0.448717948718
13344,"202324,202330,203187,203497,203526","1,2,4,6,7","Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Johnson,Christapher - Neto,Raul",41.0,34.0,17.5,7.0,0.4
13345,"202324,202330,203187,203497,203918","1,2,4,7,9","Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Johnson,Christapher",23.0,39.0,15.0,-16.0,-1.06666666667
13348,"202324,202330,203187,203526,1626168","1,4,5,6,7","Favors,Derrick - Hayward,Gordon - Johnson,Christapher - Lyles,Trey - Neto,Raul",40.8,32.0,16.0,8.8,0.55
13351,"202324,202330,203497,203504,203918","1,2,6,7,9","Burke,Trey - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Hood,Rodney",162.6,193.5,82.7,-30.9,-0.373639661427
13352,"202324,202330,203497,203504,203957","1,2,3,6,7","Burke,Trey - Exum,Dante - Favors,Derrick - Gobert,Rudy - Hayward,Gordon",60.0,53.0,29.0,7.0,0.241379310345
13353,"202324,202330,203497,203504,204060","1,2,3,6,7","Burke,Trey - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Ingles,Joe",277.8,229.6,132.6,48.2,0.363499245852
13354,"202324,202330,203497,203526,203918","1,2,6,7,9","Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Neto,Raul",623.5,571.3,304.5,52.2,0.171428571429
13357,"202324,202330,203497,203918,203957","1,2,3,7,9","Exum,Dante - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Hood,Rodney",333.8,312.3,181.1,21.5,0.118718939812
13359,"202324,202330,203497,203957,204060","1,2,3,3,7","Exum,Dante - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Ingles,Joe",364.0,365.0,198.0,-1.0,-0.00505050505051
13360,"202324,202330,203504,203918,1626168","1,5,6,7,9","Burke,Trey - Favors,Derrick - Hayward,Gordon - Hood,Rodney - Lyles,Trey",42.4,55.2,23.2,-12.8,-0.551724137931
13364,"202324,202330,203526,203918,1626168","1,5,6,7,9","Favors,Derrick - Hayward,Gordon - Hood,Rodney - Lyles,Trey - Neto,Raul",231.8,210.9,114.0,20.9,0.183333333333
13370,"202324,202344,202407,203504,203918","1,2,6,8,9","Booker,Trevor - Burke,Trey - Favors,Derrick - Hood,Rodney - Millsap,Elijah",76.2,34.4,35.2,41.8,1.1875
13372,"202324,202344,202407,203504,204060","1,2,3,6,8","Booker,Trevor - Burke,Trey - Favors,Derrick - Ingles,Joe - Millsap,Elijah",52.8,58.3,30.8,-5.5,-0.178571428571
13375,"202324,202344,202692,203504,203918","1,2,6,9,9","Booker,Trevor - Burke,Trey - Burks,Alec - Favors,Derrick - Hood,Rodney",54.6,54.2,29.2,0.4,0.013698630137
13377,"202324,202344,202692,203504,204060","1,2,3,6,9","Booker,Trevor - Burke,Trey - Burks,Alec - Favors,Derrick - Ingles,Joe",37.8,66.0,31.2,-28.2,-0.903846153846
13381,"202324,202344,202714,203918,204060","1,2,3,6,9","Booker,Trevor - Favors,Derrick - Hood,Rodney - Ingles,Joe - Mack,Shelvin",44.0,51.0,22.0,-7.0,-0.318181818182
13384,"202324,202344,203187,203526,203918","1,2,4,6,9","Booker,Trevor - Favors,Derrick - Hood,Rodney - Johnson,Christapher - Neto,Raul",33.0,31.8,17.4,1.2,0.0689655172414
13391,"202324,202344,203504,203918,204060","1,2,3,6,9","Booker,Trevor - Burke,Trey - Favors,Derrick - Hood,Rodney - Ingles,Joe",60.1,61.2,30.5,-1.1,-0.0360655737705
13393,"202324,202344,203526,203918,204060","1,2,3,6,9","Booker,Trevor - Favors,Derrick - Hood,Rodney - Ingles,Joe - Neto,Raul",54.6,49.0,32.2,5.6,0.173913043478
13407,"202324,202407,203497,203504,203957","1,2,3,6,8","Burke,Trey - Exum,Dante - Favors,Derrick - Gobert,Rudy - Millsap,Elijah",55.2,56.4,30.6,-1.2,-0.0392156862745
13408,"202324,202407,203497,203504,204060","1,2,3,6,8","Burke,Trey - Favors,Derrick - Gobert,Rudy - Ingles,Joe - Millsap,Elijah",40.3,57.2,26.0,-16.9,-0.65
13415,"202324,202683,202692,203504,204060","1,2,3,6,9","Burke,Trey - Burks,Alec - Favors,Derrick - Ingles,Joe - Kanter,Enes",46.0,55.0,26.0,-9.0,-0.346153846154
13432,"202324,202714,203497,203918,204060","1,2,3,6,9","Favors,Derrick - Gobert,Rudy - Hood,Rodney - Ingles,Joe - Mack,Shelvin",82.0,65.0,42.7,17.0,0.3981264637
13441,"202324,203497,203504,203918,204060","1,2,3,6,9","Burke,Trey - Favors,Derrick - Gobert,Rudy - Hood,Rodney - Ingles,Joe",51.4,35.2,25.2,16.2,0.642857142857
13444,"202324,203497,203918,203957,204060","1,2,3,3,9","Exum,Dante - Favors,Derrick - Gobert,Rudy - Hood,Rodney - Ingles,Joe",25.8,37.8,18.0,-12.0,-0.666666666667
13447,"202324,203526,203918,204060,1626168","1,3,5,6,9","Favors,Derrick - Hood,Rodney - Ingles,Joe - Lyles,Trey - Neto,Raul",41.8,49.5,26.4,-7.7,-0.291666666667
13452,"202325,202334,202779,203135,203913","0,2,4,4,9","Brown,Jabari - Buycks,Dwight - Davis,Ed - Johnson,Wesley - Sacre,Robert",38.0,48.0,20.0,-10.0,-0.5
13457,"202325,202391,203527,203903,204028","0,4,4,9,9","Black,Tarik - Clarkson,Jordan - Johnson,Wesley - Kelly,Ryan - Lin,Jeremy",245.0,249.9,114.1,-4.9,-0.0429447852761
13462,"202325,203527,203903,203913,204028","0,4,4,4,9","Black,Tarik - Brown,Jabari - Clarkson,Jordan - Johnson,Wesley - Kelly,Ryan",153.9,159.3,69.3,-5.4,-0.0779220779221
13466,"202326,202682,202738,203112,203463","2,3,4,6,8","Acy,Quincy - Cousins,DeMarcus - McLemore,Ben - Thomas,Isaiah - Williams,Derrick",97.6,110.4,43.2,-12.8,-0.296296296296
13477,"202327,202688,203089,203114,203507","0,0,3,7,8","Antetokounmpo,Giannis - Henson,John - Knight,Brandon - Middleton,Khris - Udoh,Ekpe",35.1,47.7,18.9,-12.6,-0.666666666667
13495,"202328,203114,203487,203507,203948","2,3,5,7,9","Antetokounmpo,Giannis - Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",123.6,108.0,55.2,15.6,0.282608695652
13496,"202328,203114,203487,203507,203953","2,3,3,7,9","Antetokounmpo,Giannis - Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - Parker,Jabari",1135.7,1201.3,541.2,-65.6,-0.121212121212
13498,"202328,203114,203487,203953,1626173","2,3,3,4,9","Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",44.1,44.1,20.7,0.0,0.0
13499,"202328,203114,203507,203898,203948","2,3,5,6,7","Antetokounmpo,Giannis - Ennis,Tyler - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",28.0,36.0,15.2,-8.0,-0.526315789474
13500,"202328,203114,203507,203898,203953","2,3,3,6,7","Antetokounmpo,Giannis - Ennis,Tyler - Middleton,Khris - Monroe,Greg - Parker,Jabari",105.3,107.9,55.9,-2.6,-0.046511627907
13502,"202328,203114,203507,203953,1626173","2,3,3,4,7","Antetokounmpo,Giannis - Middleton,Khris - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",156.1,142.1,60.9,14.0,0.229885057471
13509,"202328,203141,203507,1626173,1627763","2,3,4,5,7","Antetokounmpo,Giannis - Brogdon,Malcolm - Monroe,Greg - Teletovic,Mirza - Vaughn,Rashad",49.0,36.0,16.0,13.0,0.8125
13522,"202328,203507,203898,203953,1626173","2,3,4,6,7","Antetokounmpo,Giannis - Ennis,Tyler - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",97.2,88.2,36.6,9.0,0.245901639344
13523,"202328,203507,203948,203953,1626173","2,3,4,5,7","Antetokounmpo,Giannis - Monroe,Greg - O'Bryant III,Johnny - Parker,Jabari - Vaughn,Rashad",49.0,44.0,23.6,5.0,0.21186440678
13528,"202329,202334,203081,203086,203459","2,2,3,4,9","Aminu,Al-Farouq - Crabbe,Allen - Davis,Ed - Leonard,Meyers - Lillard,Damian",109.2,117.6,53.2,-8.4,-0.157894736842
13529,"202329,202334,203081,203086,203468","2,2,3,6,9","Aminu,Al-Farouq - Davis,Ed - Leonard,Meyers - Lillard,Damian - McCollum,CJ",95.2,81.2,40.6,14.0,0.344827586207
13532,"202329,202334,203081,203090,203468","2,2,6,8,9","Aminu,Al-Farouq - Davis,Ed - Harkless,Maurice - Lillard,Damian - McCollum,CJ",59.1,55.2,24.9,3.9,0.156626506024
13534,"202329,202334,203081,203459,203468","2,2,4,6,9","Aminu,Al-Farouq - Crabbe,Allen - Davis,Ed - Lillard,Damian - McCollum,CJ",101.4,79.8,39.9,21.6,0.541353383459
13537,"202329,202334,203081,203468,203486","0,2,2,6,9","Aminu,Al-Farouq - Davis,Ed - Lillard,Damian - McCollum,CJ - Plumlee,Mason",52.8,44.0,23.1,8.8,0.380952380952
13542,"202329,202334,203090,203459,203468","2,2,4,6,8","Aminu,Al-Farouq - Crabbe,Allen - Davis,Ed - Harkless,Maurice - McCollum,CJ",58.5,66.0,30.0,-7.5,-0.25
13547,"202329,202334,203459,203468,203943","1,2,2,4,6","Aminu,Al-Farouq - Crabbe,Allen - Davis,Ed - McCollum,CJ - Vonleh,Noah",30.0,27.9,16.5,2.1,0.127272727273
13552,"202329,203081,203086,203090,203468","2,3,6,8,9","Aminu,Al-Farouq - Harkless,Maurice - Leonard,Meyers - Lillard,Damian - McCollum,CJ",60.0,61.0,21.1,-1.0,-0.0473933649289
13556,"202329,203081,203086,203459,203468","2,3,4,6,9","Aminu,Al-Farouq - Crabbe,Allen - Leonard,Meyers - Lillard,Damian - McCollum,CJ",70.4,51.8,20.9,18.6,0.88995215311
13557,"202329,203081,203086,203459,203486","0,2,3,4,9","Aminu,Al-Farouq - Crabbe,Allen - Leonard,Meyers - Lillard,Damian - Plumlee,Mason",86.1,94.5,37.8,-8.4,-0.222222222222
13559,"202329,203081,203086,203468,203486","0,2,3,6,9","Aminu,Al-Farouq - Leonard,Meyers - Lillard,Damian - McCollum,CJ - Plumlee,Mason",407.0,402.6,173.8,4.4,0.0253164556962
13562,"202329,203081,203090,203459,203468","2,4,6,8,9","Aminu,Al-Farouq - Crabbe,Allen - Harkless,Maurice - Lillard,Damian - McCollum,CJ",44.6,40.3,15.9,4.3,0.270440251572
13563,"202329,203081,203090,203459,203486","0,2,4,8,9","Aminu,Al-Farouq - Crabbe,Allen - Harkless,Maurice - Lillard,Damian - Plumlee,Mason",139.0,140.0,53.0,-1.0,-0.0188679245283
13564,"202329,203081,203090,203468,203486","0,2,6,8,9","Aminu,Al-Farouq - Harkless,Maurice - Lillard,Damian - McCollum,CJ - Plumlee,Mason",932.8,833.6,399.6,99.2,0.248248248248
13571,"202329,203081,203459,203468,203486","0,2,4,6,9","Aminu,Al-Farouq - Crabbe,Allen - Lillard,Damian - McCollum,CJ - Plumlee,Mason",317.1,281.8,135.7,35.3,0.260132645542
13574,"202329,203081,203459,203486,203943","0,1,2,4,9","Aminu,Al-Farouq - Crabbe,Allen - Lillard,Damian - Plumlee,Mason - Vonleh,Noah",108.1,98.9,46.0,9.2,0.2
13576,"202329,203081,203468,203486,203943","0,1,2,6,9","Aminu,Al-Farouq - Lillard,Damian - McCollum,CJ - Plumlee,Mason - Vonleh,Noah",1310.4,1320.8,608.4,-10.4,-0.017094017094
13582,"202329,203086,203459,203468,203486","0,2,3,4,6","Aminu,Al-Farouq - Crabbe,Allen - Leonard,Meyers - McCollum,CJ - Plumlee,Mason",42.0,32.2,15.4,9.8,0.636363636364
13583,"202329,203090,203459,203468,203486","0,2,4,6,8","Aminu,Al-Farouq - Crabbe,Allen - Harkless,Maurice - McCollum,CJ - Plumlee,Mason",47.7,48.6,20.7,-0.9,-0.0434782608696
13587,"202329,203459,203468,203486,203943","0,1,2,4,6","Aminu,Al-Farouq - Crabbe,Allen - McCollum,CJ - Plumlee,Mason - Vonleh,Noah",179.0,176.0,86.0,3.0,0.0348837209302
13595,"202330,202344,202407,203497,203504","2,2,6,7,8","Booker,Trevor - Burke,Trey - Gobert,Rudy - Hayward,Gordon - Millsap,Elijah",157.5,132.5,72.5,25.0,0.344827586207
13596,"202330,202344,202407,203497,203957","2,2,3,7,8","Booker,Trevor - Exum,Dante - Gobert,Rudy - Hayward,Gordon - Millsap,Elijah",37.8,23.8,19.6,14.0,0.714285714286
13600,"202330,202344,202683,202692,203504","2,2,6,7,9","Booker,Trevor - Burke,Trey - Burks,Alec - Hayward,Gordon - Kanter,Enes",72.0,79.0,34.5,-7.0,-0.202898550725
13605,"202330,202344,202692,203481,203504","0,2,6,7,9","Booker,Trevor - Burke,Trey - Burks,Alec - Hayward,Gordon - Withey,Jeff",66.6,39.6,24.3,27.0,1.11111111111
13606,"202330,202344,202692,203497,203504","2,2,6,7,9","Booker,Trevor - Burke,Trey - Burks,Alec - Gobert,Rudy - Hayward,Gordon",75.2,73.5,37.1,1.7,0.0458221024259
13608,"202330,202344,202692,203497,203918","2,2,7,9,9","Booker,Trevor - Burks,Alec - Gobert,Rudy - Hayward,Gordon - Hood,Rodney",34.8,33.0,16.8,1.8,0.107142857143
13618,"202330,202344,202714,203497,203918","2,2,6,7,9","Booker,Trevor - Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Mack,Shelvin",27.0,35.0,15.0,-8.0,-0.533333333333
13619,"202330,202344,202714,203497,204060","2,2,3,6,7","Booker,Trevor - Gobert,Rudy - Hayward,Gordon - Ingles,Joe - Mack,Shelvin",31.8,37.8,16.2,-6.0,-0.37037037037
13622,"202330,202344,203187,203481,203504","0,2,4,6,7","Booker,Trevor - Burke,Trey - Hayward,Gordon - Johnson,Christapher - Withey,Jeff",63.6,63.6,33.6,0.0,0.0
13624,"202330,202344,203187,203497,203504","2,2,4,6,7","Booker,Trevor - Burke,Trey - Gobert,Rudy - Hayward,Gordon - Johnson,Christapher",86.0,67.2,44.8,18.8,0.419642857143
13625,"202330,202344,203187,203497,203526","2,2,4,6,7","Booker,Trevor - Gobert,Rudy - Hayward,Gordon - Johnson,Christapher - Neto,Raul",70.0,46.2,26.6,23.8,0.894736842105
13629,"202330,202344,203187,203504,1626168","2,4,5,6,7","Booker,Trevor - Burke,Trey - Hayward,Gordon - Johnson,Christapher - Lyles,Trey",22.4,42.4,15.2,-20.0,-1.31578947368
13633,"202330,202344,203481,203504,203918","0,2,6,7,9","Booker,Trevor - Burke,Trey - Hayward,Gordon - Hood,Rodney - Withey,Jeff",36.0,33.6,24.8,2.4,0.0967741935484
13634,"202330,202344,203481,203504,204060","0,2,3,6,7","Booker,Trevor - Burke,Trey - Hayward,Gordon - Ingles,Joe - Withey,Jeff",26.1,52.2,21.6,-26.1,-1.20833333333
13639,"202330,202344,203497,203504,203918","2,2,6,7,9","Booker,Trevor - Burke,Trey - Gobert,Rudy - Hayward,Gordon - Hood,Rodney",187.5,197.3,92.0,-9.8,-0.10652173913
13640,"202330,202344,203497,203504,203957","2,2,3,6,7","Booker,Trevor - Burke,Trey - Exum,Dante - Gobert,Rudy - Hayward,Gordon",35.1,36.9,19.8,-1.8,-0.0909090909091
13641,"202330,202344,203497,203504,204060","2,2,3,6,7","Booker,Trevor - Burke,Trey - Gobert,Rudy - Hayward,Gordon - Ingles,Joe",85.4,72.8,44.8,12.6,0.28125
13642,"202330,202344,203497,203526,203918","2,2,6,7,9","Booker,Trevor - Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Neto,Raul",135.7,142.6,69.0,-6.9,-0.1
13643,"202330,202344,203497,203526,204060","2,2,3,6,7","Booker,Trevor - Gobert,Rudy - Hayward,Gordon - Ingles,Joe - Neto,Raul",38.0,40.0,22.0,-2.0,-0.0909090909091
13645,"202330,202344,203497,203918,203957","2,2,3,7,9","Booker,Trevor - Exum,Dante - Gobert,Rudy - Hayward,Gordon - Hood,Rodney",182.7,176.9,92.8,5.8,0.0625
13647,"202330,202344,203497,203957,204060","2,2,3,3,7","Booker,Trevor - Exum,Dante - Gobert,Rudy - Hayward,Gordon - Ingles,Joe",201.4,186.2,106.4,15.2,0.142857142857
13654,"202330,202379,202683,202692,203197","2,2,5,7,9","Burks,Alec - Evans,Jeremy - Garrett,Diante - Hayward,Gordon - Kanter,Enes",281.6,256.0,131.2,25.6,0.19512195122
13655,"202330,202379,202683,202692,203504","2,2,6,7,9","Burke,Trey - Burks,Alec - Evans,Jeremy - Hayward,Gordon - Kanter,Enes",233.1,264.4,112.4,-31.3,-0.27846975089
13657,"202330,202379,202692,203197,203497","2,2,5,7,9","Burks,Alec - Evans,Jeremy - Garrett,Diante - Gobert,Rudy - Hayward,Gordon",25.0,20.0,16.0,5.0,0.3125
13662,"202330,202407,202683,203497,203504","2,2,6,7,8","Burke,Trey - Gobert,Rudy - Hayward,Gordon - Kanter,Enes - Millsap,Elijah",34.8,27.6,16.8,7.2,0.428571428571
13667,"202330,202683,202692,203497,203504","2,2,6,7,9","Burke,Trey - Burks,Alec - Gobert,Rudy - Hayward,Gordon - Kanter,Enes",138.9,138.3,74.4,0.6,0.00806451612903
13672,"202330,202683,203497,203504,204060","2,2,3,6,7","Burke,Trey - Gobert,Rudy - Hayward,Gordon - Ingles,Joe - Kanter,Enes",39.2,47.6,19.6,-8.4,-0.428571428571
13674,"202330,202683,203497,203957,204060","2,2,3,3,7","Exum,Dante - Gobert,Rudy - Hayward,Gordon - Ingles,Joe - Kanter,Enes",42.4,51.2,25.6,-8.8,-0.34375
13684,"202330,202714,203187,203497,1626168","2,4,5,6,7","Gobert,Rudy - Hayward,Gordon - Johnson,Christapher - Lyles,Trey - Mack,Shelvin",27.9,29.7,17.1,-1.8,-0.105263157895
13687,"202330,202714,203497,203918,1626168","2,5,6,7,9","Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Lyles,Trey - Mack,Shelvin",157.4,135.0,83.2,22.4,0.269230769231
13690,"202330,202714,203497,204060,1626168","2,3,5,6,7","Gobert,Rudy - Hayward,Gordon - Ingles,Joe - Lyles,Trey - Mack,Shelvin",48.0,46.8,25.5,1.2,0.0470588235294
13694,"202330,203187,203481,203526,1626168","0,4,5,6,7","Hayward,Gordon - Johnson,Christapher - Lyles,Trey - Neto,Raul - Withey,Jeff",22.2,25.2,16.2,-3.0,-0.185185185185
13695,"202330,203187,203497,203504,1626168","2,4,5,6,7","Burke,Trey - Gobert,Rudy - Hayward,Gordon - Johnson,Christapher - Lyles,Trey",41.8,42.9,19.8,-1.1,-0.0555555555556
13697,"202330,203187,203497,203526,1626168","2,4,5,6,7","Gobert,Rudy - Hayward,Gordon - Johnson,Christapher - Lyles,Trey - Neto,Raul",71.4,77.0,40.6,-5.6,-0.137931034483
13703,"202330,203481,203526,203918,1626168","0,5,6,7,9","Hayward,Gordon - Hood,Rodney - Lyles,Trey - Neto,Raul - Withey,Jeff",181.2,198.0,88.8,-16.8,-0.189189189189
13709,"202330,203497,203504,203918,1626168","2,5,6,7,9","Burke,Trey - Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Lyles,Trey",73.7,72.6,33.0,1.1,0.0333333333333
13711,"202330,203497,203526,203918,1626168","2,5,6,7,9","Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Lyles,Trey - Neto,Raul",217.6,204.0,108.8,13.6,0.125
13712,"202330,203497,203526,204060,1626168","2,3,5,6,7","Gobert,Rudy - Hayward,Gordon - Ingles,Joe - Lyles,Trey - Neto,Raul",39.2,51.8,25.2,-12.6,-0.5
13713,"202330,203497,203918,203957,1626168","2,3,5,7,9","Exum,Dante - Gobert,Rudy - Hayward,Gordon - Hood,Rodney - Lyles,Trey",61.0,66.0,36.5,-5.0,-0.13698630137
13721,"202332,202357,203498,203897,1627739","2,3,3,6,7","Aldrich,Cole - Bjelica,Nemanja - Dunn,Kris - LaVine,Zach - Muhammad,Shabazz",48.0,42.0,20.0,6.0,0.3
13742,"202332,203112,203143,203499,203501","2,3,3,7,8","Acy,Quincy - Aldrich,Cole - Hardaway Jr.,Tim - Larkin,Shane - Prigioni,Pablo",23.2,31.2,15.6,-8.0,-0.512820512821
13743,"202332,203112,203143,203499,204037","2,3,7,8,9","Acy,Quincy - Aldrich,Cole - Larkin,Shane - Prigioni,Pablo - Wear,Travis",25.0,26.0,17.0,-1.0,-0.0588235294118
13745,"202332,203112,203495,203921,204038","2,3,3,8,8","Acy,Quincy - Aldrich,Cole - Early,Cleanthony - Galloway,Langston - Ledo,Ricky",39.9,33.0,18.0,6.9,0.383333333333
13755,"202332,203499,203921,204037,204038","2,3,7,8,9","Aldrich,Cole - Early,Cleanthony - Galloway,Langston - Larkin,Shane - Wear,Travis",26.0,16.8,15.6,9.2,0.589743589744
13761,"202333,202498,203085,203121,203148","4,5,6,6,9","Henry,Xavier - Miller,Darius - Rivers,Austin - Roberts,Brian - Thomas,Lance",4.7,6.0,25.2,-1.3,-0.0515873015873
13766,"202334,202779,203135,203527,203913","0,2,4,4,9","Brown,Jabari - Buycks,Dwight - Davis,Ed - Kelly,Ryan - Sacre,Robert",71.0,61.0,32.0,10.0,0.3125
13769,"202334,203081,203086,203090,203459","2,3,4,8,9","Crabbe,Allen - Davis,Ed - Harkless,Maurice - Leonard,Meyers - Lillard,Damian",186.5,203.4,94.5,-16.9,-0.178835978836
13771,"202334,203081,203086,203459,203468","2,3,4,6,9","Crabbe,Allen - Davis,Ed - Leonard,Meyers - Lillard,Damian - McCollum,CJ",69.3,93.5,36.3,-24.2,-0.666666666667
13772,"202334,203081,203090,203459,203468","2,4,6,8,9","Crabbe,Allen - Davis,Ed - Harkless,Maurice - Lillard,Damian - McCollum,CJ",38.0,35.0,17.0,3.0,0.176470588235
13774,"202334,203081,203090,203459,203943","1,2,4,8,9","Crabbe,Allen - Davis,Ed - Harkless,Maurice - Lillard,Damian - Vonleh,Noah",55.0,68.0,29.0,-13.0,-0.448275862069
